order_id,customer_id,product_id,product_name,category,order_date,time,branch,city,quantity,price,tax,total_amount,payment_method,order_status,customer_rating,extra_column
ORDD6R2OZYD,CUST3CJCKT8C,PRODAV9MZKAP,T-Shirt,Home,02-02-2024,05:57:29,A,New York,3,97.39,9.74,301.91,Net Banking,Delivered,0,Unnecessary
ORDEPOREFBN,CUST0B1PH9CD,PRODDJI2RN8T,Curtains,Home,12-08-2024,01:44:41,C,Houston,6,202.45,20.25,1234.95,Net Banking,Cancelled,5,Unnecessary
ORDYYLKUBQH,CUSTDRDG5BXU,PRODDCAMPQZ3,Magazine,Toys,26-05-2024,14:53:05,B,Los Angeles,1,191.94,19.19,211.13,PayPal,Pending,3,Unnecessary
ORDZTEU84L7,CUSTK65XLSQY,PROD7MBL5394,RC Car,Books,15-10-2024,11:11:31,B,Chicago,4,481.59,48.16,1974.52,Credit Card,Cancelled,5,Unnecessary
ORDI5LR1ZOP,CUST44ZY64JY,PRODFHCZD69C,Laptop,Books,14-07-2024,16:48:12,C,New York,5,489.66,48.97,2497.27,Credit Card,Pending,3,Unnecessary
ORDKU0OB65X,CUSTK4WR6OTN,PRODGWSG3EXJ,Laptop,Books,10-12-2023,18:32:11,A,Los Angeles,7,365.14,36.51,2592.49,Net Banking,Cancelled,4,Unnecessary
ORDXP4TS21Y,CUSTYLAUZQKX,PRODJ0XJRA7V,Curtains,Clothing,13-08-2024,19:06:01,B,Phoenix,5,198.95,19.89,1014.64,Debit Card,Pending,0,Unnecessary
ORDCOF3MVAB,CUSTUNQIASEU,PROD48AKUKN8,Non-Fiction Book,Clothing,01-03-2024,19:08:54,B,Chicago,6,495,49.5,3019.5,Debit Card,Cancelled,1,Unnecessary
ORD8E50PEVT,CUSTGTZ2M1L3,PRODLX93KJF5,Board Game,Clothing,25-08-2024,19:12:01,C,Chicago,7,367.1,36.71,2606.41,Debit Card,Pending,1,Unnecessary
ORDPSZ5CREP,CUSTO2E83DU4,PRODBWVTMTAF,Fiction Book,Home,29-09-2024,22:00:48,C,Los Angeles,3,29.34,2.93,90.95,Net Banking,Pending,0,Unnecessary
ORDJ6IJ839M,CUSTIRMSKV36,PRODSXM14RDT,Tablet,Home,24-01-2024,15:23:58,B,Chicago,2,136.72,13.67,287.11,Net Banking,Delivered,2,Unnecessary
ORD2BWRR36C,CUSTXUI9BBVD,PRODOFRD83WS,Board Game,Home,30-03-2024,15:21:04,A,Houston,9,294.42,29.44,2679.22,Debit Card,Shipped,3,Unnecessary
ORDAFPIOF8D,CUSTFL9ZUDI3,PRODKJDFHA7F,Lamp,Toys,08-07-2024,11:06:54,C,Chicago,4,258.19,25.82,1058.58,Debit Card,Cancelled,0,Unnecessary
ORDF57B192Q,CUSTN66E7M03,PRODDLMYJDZ0,Boots,Home,20-12-2023,17:29:31,C,New York,8,21.44,2.14,173.66,Credit Card,Cancelled,5,Unnecessary
ORD7UY1WF1K,CUST7G41XWQ9,PRODP9MZKHME,Board Game,Toys,08-08-2024,05:34:21,A,Phoenix,10,257.15,25.71,2597.21,Debit Card,Cancelled,0,Unnecessary
ORDZ51PLB32,CUSTPOLXYGP1,PROD713CA1CH,Sofa,Books,04-08-2024,14:42:40,A,Phoenix,9,178.81,17.88,1627.17,Debit Card,Shipped,1,Unnecessary
ORD0JHWC2ES,CUSTCPGR9QH1,PRODTYX1QDLU,Comic Book,Books,18-05-2024,09:46:41,A,Chicago,5,233.73,23.37,1192.02,Net Banking,Pending,1,Unnecessary
ORD7OKKYTZ0,CUSTYA23N6E2,PRODBEV3TBTY,T-Shirt,Clothing,09-05-2024,19:44:25,B,Los Angeles,10,83.47,8.35,843.05,PayPal,Cancelled,2,Unnecessary
ORDTLCY9UWO,CUSTY1VDDLGF,PRODSEIAMLSC,Boots,Books,31-10-2023,06:53:31,A,Chicago,2,223.94,22.39,470.27,Credit Card,Pending,3,Unnecessary
ORDKH88LM6R,CUSTKR8LWZAT,PROD1KEG16YT,Jeans,Books,19-04-2024,13:26:40,A,New York,2,56.07,5.61,117.75,Debit Card,Shipped,5,Unnecessary
ORDGMQKUJUW,CUSTFZ3Y06XY,PRODL28X7YYR,Dining Table,Toys,12-04-2024,15:26:08,A,Los Angeles,8,335.5,33.55,2717.55,Credit Card,Delivered,4,Unnecessary
ORD9VDN75R0,CUST8PWXIK4T,PRODR5E0GR4P,Lamp,Home,12-02-2024,02:38:51,B,Chicago,9,50.07,5.01,455.64,Credit Card,Cancelled,4,Unnecessary
ORDYJXY90L0,CUSTHBII0V3X,PRODNLMA2UBN,T-Shirt,Toys,10-07-2024,23:22:03,B,Phoenix,1,476.35,47.64,523.99,PayPal,Cancelled,3,Unnecessary
ORDSHLUMM4G,CUSTONHBA093,PRODGMVGV4JB,Doll,Clothing,29-09-2024,08:39:04,C,Houston,4,64.87,6.49,265.97,Net Banking,Cancelled,4,Unnecessary
ORDP579YWU0,CUSTHEFV3ZPK,PRODYPL34FMO,Sneakers,Books,05-10-2024,09:22:43,B,Los Angeles,4,295.72,29.57,1212.45,Debit Card,Pending,0,Unnecessary
ORDLUJ0DNRD,CUST8WUYTVXQ,PRODIH8OVHMR,Lamp,Toys,23-10-2024,10:14:56,B,Houston,7,234.29,23.43,1663.46,Net Banking,Delivered,5,Unnecessary
ORDZJAYR56Z,CUSTERB4J00D,PRODIVCNUL6O,Smartwatch,Home,09-07-2024,21:43:39,C,New York,9,79.95,8,727.55,Net Banking,Pending,0,Unnecessary
ORDZJ1XKEU8,CUST9PULB99P,PRODN79BV5CJ,Lamp,Books,19-12-2023,05:29:38,B,Phoenix,1,396.05,39.61,435.66,Debit Card,Pending,5,Unnecessary
ORD8Q294ISS,CUSTZNFQTYW0,PRODXRNV8RX3,Jacket,Electronics,28-11-2023,03:58:00,B,Chicago,8,110.74,11.07,896.99,PayPal,Delivered,2,Unnecessary
ORDIMHO2ZZW,CUST7N0ZPH50,PROD8G8PAINX,Doll,Clothing,11-12-2023,18:47:52,C,Phoenix,10,43.5,4.35,439.35,Net Banking,Pending,1,Unnecessary
ORDN2OT0MZ9,CUST3WDU6Q53,PRODQA8ZROCE,Lamp,Home,31-01-2024,23:52:36,B,New York,2,424.35,42.44,891.14,Net Banking,Cancelled,1,Unnecessary
ORDEJ5FEYZS,CUSTWRY9SHIF,PRODTJJ78BZI,Comic Book,Toys,05-06-2024,03:20:09,B,New York,8,418.28,41.83,3388.07,PayPal,Shipped,3,Unnecessary
ORDNWDZW75E,CUST9Z6NH4ZU,PRODQU6EWFWS,Chair,Home,24-11-2023,23:24:34,B,Chicago,10,380,38,3838,Credit Card,Cancelled,3,Unnecessary
ORDZLVAQ71G,CUSTT8GDTULL,PRODNEJAV7BR,Comic Book,Clothing,15-11-2023,10:45:54,B,Phoenix,4,488.16,48.82,2001.46,PayPal,Shipped,4,Unnecessary
ORDRL33RVY9,CUSTVF3ATJD8,PRODOAFMYSVV,RC Car,Electronics,03-03-2024,04:37:48,B,Chicago,7,419.8,41.98,2980.58,Debit Card,Delivered,3,Unnecessary
ORDMIZK3MYD,CUSTAQHEK103,PRODY10LO6Y1,Headphones,Toys,09-11-2023,22:13:48,B,Houston,1,435.12,43.51,478.63,PayPal,Delivered,5,Unnecessary
ORDBKC0L574,CUSTOAXGFKQ7,PRODCXVZXFXQ,Jacket,Clothing,24-05-2024,00:01:23,A,Chicago,10,209.99,21,2120.9,Credit Card,Pending,2,Unnecessary
ORDEGI6Q95W,CUSTQO4KQNCN,PRODB2QLM491,E-Book,Toys,31-12-2023,16:29:10,B,Chicago,3,188.58,18.86,584.6,PayPal,Shipped,0,Unnecessary
ORDNWOLRKZS,CUST6R599GJC,PRODPH708ZLM,Dining Table,Books,26-10-2024,19:38:33,A,Houston,5,238.29,23.83,1215.28,Credit Card,Cancelled,4,Unnecessary
ORD3FKVN5JW,CUSTM1L68MCC,PRODIFZWMT8U,Laptop,Clothing,29-04-2024,06:16:23,C,Los Angeles,1,496.11,49.61,545.72,Debit Card,Pending,5,Unnecessary
ORD0AN6QL51,CUSTO85CADO2,PROD7YJRA8LK,T-Shirt,Home,25-10-2024,12:31:08,B,Phoenix,2,128.05,12.81,268.91,Debit Card,Pending,3,Unnecessary
ORDD8Z3LRKJ,CUSTEPD3DDSY,PROD1B7ET260,T-Shirt,Electronics,04-03-2024,15:32:56,B,Phoenix,6,144.9,14.49,883.89,Debit Card,Pending,5,Unnecessary
ORD77V2T1QA,CUSTA9O2ZSQ2,PRODJ7SHMMBA,Jacket,Home,11-05-2024,02:10:32,C,Chicago,5,224.31,22.43,1143.98,Credit Card,Pending,0,Unnecessary
ORDYRIMRSRC,CUST2WG0MDGO,PRODIEV6W7N9,Curtains,Toys,30-12-2023,15:10:28,C,Houston,3,56.95,5.7,176.55,Debit Card,Pending,4,Unnecessary
ORD7YYRD1MT,CUSTGSV9D1Y9,PRODW4X5VHJ6,Lamp,Books,08-03-2024,08:21:55,C,Phoenix,6,157.66,15.77,961.73,PayPal,Pending,2,Unnecessary
ORDLRBCTZTC,CUSTBK9PXL8L,PRODL7ZT679V,Tablet,Home,19-03-2024,06:06:24,B,Los Angeles,2,36.26,3.63,76.15,Net Banking,Delivered,2,Unnecessary
ORDENIU9F2E,CUST0GX5GNXY,PROD9G35KJIS,Non-Fiction Book,Books,10-05-2024,12:22:01,C,New York,5,252.65,25.27,1288.52,Credit Card,Delivered,3,Unnecessary
ORD9B2C90CL,CUSTREJMAV29,PROD2OKZ2OM4,Sneakers,Electronics,16-01-2024,15:06:24,C,Chicago,8,436.4,43.64,3534.84,PayPal,Delivered,0,Unnecessary
ORDRVCOK1LR,CUST6Z1CYWOU,PRODGEOB4THV,Tablet,Home,17-12-2023,14:13:39,B,New York,3,332.56,33.26,1030.94,Debit Card,Pending,5,Unnecessary
ORDBQDZWUFG,CUSTSU1BTT18,PRODH96QD8U9,Smartwatch,Electronics,11-11-2023,08:35:37,A,Los Angeles,7,191.01,19.1,1356.17,Debit Card,Delivered,5,Unnecessary
ORDLI2AKO7Y,CUSTXS8X3SPE,PRODR3VML640,Curtains,Home,16-08-2024,14:36:41,A,Houston,5,51.71,5.17,263.72,PayPal,Shipped,4,Unnecessary
ORDAEAWHKZM,CUSTD6B525A6,PRODE8MV83BJ,Dining Table,Clothing,21-10-2024,13:02:19,A,New York,1,42.73,4.27,47,Credit Card,Pending,3,Unnecessary
ORDWZFRCUIY,CUST4YB8LIER,PROD4LWO0FKZ,E-Book,Home,01-05-2024,07:45:38,B,Los Angeles,6,189.19,18.92,1154.06,Credit Card,Cancelled,0,Unnecessary
ORDGXENCNRX,CUSTZMTB8HO7,PRODZHSD9EIP,T-Shirt,Toys,27-09-2024,15:09:19,B,New York,7,404.18,40.42,2869.68,Net Banking,Delivered,5,Unnecessary
ORDQQZWR50W,CUST175I7XNV,PRODIHOY2W0M,Puzzle,Books,25-10-2024,08:12:34,C,Chicago,7,408.39,40.84,2899.57,Net Banking,Shipped,2,Unnecessary
ORDC5UM1LQ2,CUSTR6QXEPUB,PRODQ5M72363,Sneakers,Electronics,10-11-2023,21:04:44,B,Phoenix,5,384.41,38.44,1960.49,Net Banking,Shipped,3,Unnecessary
ORDB63BHYQ9,CUST5739BIH6,PRODGGXK9OJ9,Smartwatch,Toys,06-01-2024,03:29:28,A,Houston,8,58.43,5.84,473.28,Debit Card,Shipped,1,Unnecessary
ORDEI70GY2Q,CUSTALWZSFXU,PRODG5YDJ0N8,RC Car,Home,25-01-2024,00:43:36,C,Los Angeles,8,323.65,32.37,2621.57,Debit Card,Delivered,3,Unnecessary
ORD69Y9NAVX,CUSTFR9IWHIH,PRODW0FB9AMC,Sofa,Books,30-11-2023,05:13:17,C,Phoenix,10,69.87,6.99,705.69,Net Banking,Delivered,0,Unnecessary
ORDRFZ5ZUJO,CUSTQVIJK3JY,PRODM12BVUQE,T-Shirt,Electronics,26-01-2024,03:27:12,B,New York,8,79.16,7.92,641.2,PayPal,Delivered,4,Unnecessary
ORD6TW3G0W0,CUST20Q54TFU,PRODPJVSKADC,Puzzle,Electronics,22-03-2024,06:51:39,C,Los Angeles,2,374.03,37.4,785.46,Net Banking,Shipped,5,Unnecessary
ORDPP7ZT1YB,CUSTWK2YD1YM,PROD3LYGJAQZ,Jacket,Home,13-10-2024,09:41:45,C,Houston,2,299.7,29.97,629.37,PayPal,Pending,2,Unnecessary
ORDE8WJTRMZ,CUSTHNV3427Y,PRODZ7KHU9YO,Jeans,Clothing,09-02-2024,00:25:45,B,New York,8,211.17,21.12,1710.48,Net Banking,Shipped,1,Unnecessary
ORDXK0KWC2C,CUSTOCQCZT1L,PRODQ8XE1F43,Jeans,Home,06-03-2024,16:50:16,C,Chicago,7,367.72,36.77,2610.81,PayPal,Delivered,3,Unnecessary
ORDF3OM814I,CUSTNVF0TO1J,PRODZ6KGP7C3,Smartwatch,Toys,18-04-2024,19:51:50,B,Phoenix,9,316.43,31.64,2879.51,Credit Card,Delivered,3,Unnecessary
ORDXPGNYQJ0,CUSTWKX5IK8V,PRODSWBN2EZ0,Smartwatch,Electronics,21-11-2023,13:56:15,C,Los Angeles,9,126.81,12.68,1153.97,Credit Card,Pending,5,Unnecessary
ORDFWU81QZZ,CUSTMOZZXCQL,PRODS9CNQGFX,Smartphone,Electronics,21-02-2024,10:42:36,C,Houston,3,158.36,15.84,490.92,Credit Card,Pending,3,Unnecessary
ORD9F505GT6,CUST15OU4CPN,PRODKZ7A1LQV,Puzzle,Home,27-07-2024,05:10:35,A,Phoenix,4,277.22,27.72,1136.6,PayPal,Cancelled,4,Unnecessary
ORDGB4D25P1,CUSTJR47METR,PRODHMOP335Y,Puzzle,Toys,25-11-2023,21:33:15,B,New York,10,303.53,30.35,3065.65,Net Banking,Shipped,1,Unnecessary
ORDQ3XO8PAK,CUSTE9SI2A0J,PRODYO80DE7E,RC Car,Electronics,28-04-2024,03:45:04,A,Phoenix,5,280.41,28.04,1430.09,Debit Card,Pending,1,Unnecessary
ORDAK5GIUGI,CUSTG60TP6HN,PRODTF7T8EWW,Jacket,Clothing,08-12-2023,00:15:51,C,New York,5,211.06,21.11,1076.41,PayPal,Delivered,2,Unnecessary
ORDISLZVK5S,CUSTOTCOMEW1,PRODZHNQXZSP,Jeans,Clothing,08-05-2024,17:19:14,B,Houston,5,90.65,9.07,462.32,Net Banking,Delivered,3,Unnecessary
ORDGXVPOBB2,CUSTZZ4JDP46,PRODMG8H5L1W,Laptop,Home,17-07-2024,01:18:34,C,Los Angeles,1,264.53,26.45,290.98,Credit Card,Delivered,0,Unnecessary
ORDB8QG33FJ,CUST7LKR85GS,PRODURMPBS6W,Tablet,Books,27-08-2024,16:08:25,B,Phoenix,10,157.14,15.71,1587.11,PayPal,Delivered,4,Unnecessary
ORDEGZWNZ4X,CUSTPOQYZMI0,PROD4LA978SB,Action Figure,Home,17-05-2024,11:55:15,B,New York,3,249.04,24.9,772.02,Credit Card,Delivered,4,Unnecessary
ORDFF6YZH9J,CUSTEZFPFTKJ,PRODXV7P03V5,Sneakers,Books,17-08-2024,11:45:17,B,Phoenix,7,444.23,44.42,3154.03,Debit Card,Cancelled,4,Unnecessary
ORDHB355943,CUST7NT56F9K,PROD71HGIZTO,Laptop,Electronics,06-06-2024,09:52:04,C,Phoenix,3,307.36,30.74,952.82,Net Banking,Pending,0,Unnecessary
ORDJY1NGZR4,CUST16A8OO6E,PROD847K9YF4,Boots,Clothing,29-02-2024,16:16:36,A,New York,1,373.13,37.31,410.44,PayPal,Shipped,5,Unnecessary
ORD4P4VLNUI,CUSTHZTML9HR,PROD5ZFA8QQ1,Magazine,Home,24-01-2024,03:57:44,C,New York,3,76.67,7.67,237.68,Debit Card,Pending,2,Unnecessary
ORDVACDZ6NO,CUSTEDJFQOPO,PRODF6OBXPR2,Boots,Books,12-06-2024,22:12:03,A,Chicago,7,103.48,10.35,734.71,Net Banking,Pending,1,Unnecessary
ORDC9RMPU5Y,CUSTZKYL4YL1,PRODPYR6ATGZ,Tablet,Electronics,27-11-2023,23:11:10,A,New York,6,395.06,39.51,2409.87,PayPal,Delivered,5,Unnecessary
ORD2RJXWFAO,CUSTRWNVZNXF,PRODSVFER8J7,Jeans,Electronics,10-11-2023,10:45:37,C,Phoenix,7,155.59,15.56,1104.69,PayPal,Delivered,5,Unnecessary
ORDODQSPDZR,CUSTX43LK90X,PRODZXI3ZVD8,Tablet,Toys,19-04-2024,04:45:57,A,Chicago,6,343.46,34.35,2095.11,Credit Card,Pending,1,Unnecessary
ORDYJZROVTK,CUSTSPPV1MO3,PRODNANOLME9,Smartwatch,Clothing,29-03-2024,08:16:04,A,Chicago,5,300.53,30.05,1532.7,Credit Card,Cancelled,2,Unnecessary
ORD31YMAO6A,CUSTP0ZE4I86,PRODKKLJD7J7,Action Figure,Toys,30-11-2023,11:43:38,A,Phoenix,9,112.97,11.3,1028.03,Debit Card,Delivered,1,Unnecessary
ORDIEMKUIRR,CUSTIAWSXL0O,PRODAVD7K7YT,Non-Fiction Book,Clothing,19-12-2023,21:04:01,B,Los Angeles,4,51.22,5.12,210,Net Banking,Cancelled,5,Unnecessary
ORDXDPCCNVO,CUSTDC3AZ5X0,PROD2E5BINPE,Fiction Book,Clothing,05-01-2024,11:32:37,A,Chicago,2,358.65,35.87,753.17,PayPal,Pending,4,Unnecessary
ORDNGEX0JKY,CUSTQGWMVWFT,PRODTVQIX97U,Non-Fiction Book,Toys,18-01-2024,03:43:47,A,Houston,6,273.32,27.33,1667.25,Net Banking,Delivered,1,Unnecessary
ORDWWYKO3TA,CUSTA8PT06Q9,PRODFTZKU33F,Non-Fiction Book,Home,19-07-2024,20:08:22,C,Chicago,5,396.92,39.69,2024.29,PayPal,Pending,0,Unnecessary
ORDZK9FDRF0,CUSTF8ZTQZD2,PRODH5P8KTVW,Magazine,Electronics,25-02-2024,10:54:42,B,Los Angeles,10,21.3,2.13,215.13,Debit Card,Pending,0,Unnecessary
ORD6381L09W,CUSTJBQJEKRI,PRODB82B9VRJ,RC Car,Toys,26-09-2024,02:36:53,B,New York,4,440.24,44.02,1804.98,Credit Card,Delivered,1,Unnecessary
ORDV7MYT5AX,CUST4QLVA5IV,PRODV87MUWGR,Lamp,Toys,26-11-2023,06:17:43,B,New York,6,30.07,3.01,183.43,PayPal,Cancelled,3,Unnecessary
ORDHVP41ZMK,CUSTUM82ELFD,PRODI38OUYCW,Smartphone,Electronics,22-10-2024,04:09:33,C,Los Angeles,10,304.55,30.46,3075.96,Net Banking,Delivered,5,Unnecessary
ORDR410LKE4,CUSTL77GKE1G,PRODH142CZG9,Boots,Home,28-11-2023,09:47:47,C,Chicago,10,139.78,13.98,1411.78,Net Banking,Pending,1,Unnecessary
ORDYO9ALHKK,CUSTTEE5X11O,PROD7UAZJUP3,Chair,Toys,21-10-2024,18:48:51,C,Chicago,5,140.59,14.06,717.01,PayPal,Cancelled,5,Unnecessary
ORDSGC00VA1,CUSTIPGZZIL2,PROD8L8T5H6L,Non-Fiction Book,Clothing,20-04-2024,13:12:20,C,Chicago,1,355.12,35.51,390.63,PayPal,Shipped,5,Unnecessary
ORDS4KUY5BI,CUSTGUVO6GTQ,PRODDVJ6F0EP,T-Shirt,Toys,10-11-2023,04:56:30,B,Phoenix,6,22.79,2.28,139.02,Credit Card,Cancelled,5,Unnecessary
ORDB85MF3HE,CUSTISI9H20K,PRODCGWNJNUX,RC Car,Books,10-04-2024,07:10:32,B,Chicago,4,201.18,20.12,824.84,PayPal,Shipped,0,Unnecessary
ORDUOQJFZIB,CUSTNW3G5L6J,PRODXFCFNUWX,Smartwatch,Books,05-05-2024,03:59:01,A,Los Angeles,7,200.91,20.09,1426.46,Debit Card,Pending,1,Unnecessary
ORD81RB9WYG,CUST58C2S2U7,PRODXJRE5AWJ,Dining Table,Toys,02-02-2024,20:50:44,C,New York,6,177.1,17.71,1080.31,Credit Card,Delivered,0,Unnecessary
ORDS92ZBXTF,CUSTHKKGVHAP,PRODVHWU9S7M,Chair,Clothing,19-06-2024,07:06:23,C,New York,4,487.19,48.72,1997.48,Net Banking,Cancelled,1,Unnecessary
ORDLQJKJFCU,CUST09BSV96A,PROD9IA75DPO,Headphones,Books,04-11-2023,18:55:56,C,Phoenix,10,430.5,43.05,4348.05,PayPal,Pending,4,Unnecessary
ORDSLR6T442,CUSTG2JVD1Y1,PRODEN8F5FUT,Boots,Electronics,18-11-2023,02:28:24,A,Phoenix,2,288.75,28.88,606.38,Debit Card,Cancelled,5,Unnecessary
ORD8GAIIKKK,CUSTRP9FO8OV,PRODBD8XGL0W,Laptop,Toys,02-12-2023,11:16:40,B,New York,4,199.53,19.95,818.07,Credit Card,Shipped,4,Unnecessary
ORDH61D6CF7,CUSTIJ6GAJVV,PRODNRWF43ZC,Sofa,Clothing,24-06-2024,23:37:38,A,Los Angeles,8,362.58,36.26,2936.9,Net Banking,Delivered,5,Unnecessary
ORDT5ZL3XNS,CUSTB55PF7TG,PROD804LG53H,Curtains,Electronics,28-06-2024,17:07:10,B,Phoenix,1,196.17,19.62,215.79,PayPal,Pending,3,Unnecessary
ORDIW43I407,CUST4L1VHOQS,PROD6OOZG4UG,Non-Fiction Book,Home,25-07-2024,01:05:34,A,Phoenix,7,370.82,37.08,2632.82,Credit Card,Pending,1,Unnecessary
ORDH03O2UXW,CUSTJLBQHF54,PRODOT7X63KL,Sofa,Clothing,05-01-2024,13:04:43,B,Phoenix,8,164.54,16.45,1332.77,Credit Card,Pending,5,Unnecessary
ORDDU9D8LGP,CUSTY2E73KK6,PRODB5LWGRVJ,Smartwatch,Toys,06-06-2024,22:51:28,B,Phoenix,1,216.24,21.62,237.86,PayPal,Shipped,0,Unnecessary
ORDJ8EGCGOJ,CUSTHGLSMU7G,PRODAL0CMSY1,Tablet,Books,13-07-2024,23:34:07,B,Chicago,5,21.79,2.18,111.13,Credit Card,Cancelled,5,Unnecessary
ORD6ESH5M6L,CUSTY0UVHWHK,PRODDLZROXN3,Dining Table,Toys,18-09-2024,22:50:56,A,Chicago,2,175.25,17.53,368.03,PayPal,Delivered,2,Unnecessary
ORDP3RD0A8L,CUSTER6KIOMR,PRODYOEYKMMS,Headphones,Clothing,15-03-2024,03:21:37,A,New York,4,483.23,48.32,1981.24,Net Banking,Shipped,2,Unnecessary
ORD2C3Y02TC,CUSTZ41HJJDZ,PROD3FFLCMDW,Doll,Clothing,04-09-2024,01:26:15,A,Chicago,8,75.61,7.56,612.44,Credit Card,Shipped,3,Unnecessary
ORDAHYTQ3EI,CUSTVL9E1Y5S,PROD9G6MWIM0,Headphones,Toys,26-11-2023,23:01:24,C,New York,2,225.57,22.56,473.7,PayPal,Pending,3,Unnecessary
ORDKHJNCWHG,CUSTO8ST2L3Y,PROD9PXSR5NY,Boots,Electronics,07-07-2024,19:25:32,B,Chicago,1,238.92,23.89,262.81,Credit Card,Delivered,4,Unnecessary
ORDUBDVSFEX,CUSTYLW6UK1B,PROD3O29RCRU,Headphones,Toys,03-09-2024,12:01:10,B,New York,6,179.69,17.97,1096.11,Net Banking,Delivered,0,Unnecessary
ORDJQJQZ1HH,CUST23VCIXEV,PRODOH0LRT2S,Comic Book,Clothing,05-05-2024,09:27:46,A,Houston,8,386.09,38.61,3127.33,Debit Card,Pending,3,Unnecessary
ORDT5H061MO,CUST3M015YQP,PRODQP3K7BR4,Magazine,Clothing,09-05-2024,07:19:01,C,Los Angeles,4,72.27,7.23,296.31,PayPal,Delivered,2,Unnecessary
ORDWZ63VZV8,CUSTOHECX1WW,PRODRK6P8ENA,Boots,Home,20-01-2024,20:21:12,B,Los Angeles,1,73.56,7.36,80.92,Credit Card,Pending,4,Unnecessary
ORDUHA3MCAV,CUSTPV1LCHV4,PRODRU2UB83E,Smartphone,Toys,14-06-2024,05:46:19,B,Phoenix,9,50.27,5.03,457.46,Debit Card,Shipped,2,Unnecessary
ORDBJ9RH3QK,CUST7VEJL99L,PRODAQT5RVVW,Laptop,Clothing,08-03-2024,21:58:53,B,Los Angeles,5,108.22,10.82,551.92,Credit Card,Shipped,1,Unnecessary
ORDALOSCK3K,CUST8O6QU1ZP,PRODP4D28CWZ,Tablet,Electronics,06-08-2024,11:15:15,B,Phoenix,2,196.42,19.64,412.48,Debit Card,Cancelled,4,Unnecessary
ORDQTDLDUYG,CUST755QAXTL,PROD0QKBOY7M,Dining Table,Electronics,08-04-2024,14:49:12,C,New York,9,180.84,18.08,1645.64,Net Banking,Pending,2,Unnecessary
ORD3VX29Z2Q,CUST99FGKONB,PROD878LPFPG,Doll,Books,19-08-2024,00:07:01,A,Phoenix,5,225.58,22.56,1150.46,Credit Card,Pending,5,Unnecessary
ORDJYHJVCI4,CUST0TUBALIK,PRODMX9MUJYU,Jeans,Electronics,05-05-2024,01:48:39,C,Chicago,3,184.54,18.45,572.07,Credit Card,Pending,4,Unnecessary
ORD2RLYINEE,CUSTETFT5PHE,PRODY4VTKCGX,Action Figure,Books,12-08-2024,17:56:20,B,Chicago,9,484.16,48.42,4405.86,Net Banking,Shipped,2,Unnecessary
ORDM8VTGH8L,CUSTL93ZVAE1,PRODK5CJGPJW,Fiction Book,Home,26-01-2024,05:06:43,C,Chicago,4,288.53,28.85,1182.97,Net Banking,Shipped,3,Unnecessary
ORDR3ABJYBX,CUSTEQ50CA14,PRODKSM29VZV,Chair,Toys,20-08-2024,12:20:43,B,Houston,9,252.1,25.21,2294.11,Credit Card,Shipped,3,Unnecessary
ORD42GG5W8X,CUSTDATGMM7X,PRODJDYAWKCX,Boots,Home,03-04-2024,20:29:12,B,Los Angeles,3,415.12,41.51,1286.87,Debit Card,Delivered,1,Unnecessary
ORD4YZLYX63,CUSTSR0B3HLV,PRODT7EE0BOY,Tablet,Toys,11-10-2024,17:52:43,A,Houston,9,276.18,27.62,2513.24,Debit Card,Shipped,3,Unnecessary
ORDY8OKTEN3,CUSTTHJV1RAR,PRODPZH384TB,Boots,Electronics,31-08-2024,13:21:12,B,Phoenix,9,59.32,5.93,539.81,Debit Card,Delivered,5,Unnecessary
ORDICBHQWOC,CUSTHG5N3CTZ,PRODAFAROXSR,Tablet,Books,17-11-2023,06:09:42,C,New York,3,111.45,11.15,345.5,Credit Card,Cancelled,4,Unnecessary
ORDAI9QOZGT,CUSTOLUD6S7Q,PRODSTUF0OPM,Tablet,Electronics,05-09-2024,02:56:59,A,Chicago,5,145.12,14.51,740.11,Debit Card,Cancelled,4,Unnecessary
ORD8FKKRZ0Q,CUST496LAL7G,PRODOAH2ABNX,RC Car,Books,08-05-2024,07:34:54,A,New York,6,296.43,29.64,1808.22,PayPal,Cancelled,0,Unnecessary
ORDBKQX0L0L,CUST1NGOS0BP,PROD905LIPZN,Headphones,Clothing,17-03-2024,15:54:06,A,Los Angeles,5,211.41,21.14,1078.19,PayPal,Delivered,4,Unnecessary
ORDQGHRINLX,CUST8B4CRTB1,PRODXQAD974L,Action Figure,Clothing,07-05-2024,10:25:21,B,New York,3,212.52,21.25,658.81,Debit Card,Pending,5,Unnecessary
ORD8RFUFLST,CUSTPMRKQWWG,PROD15U8ZTK1,Jacket,Clothing,18-04-2024,03:05:55,C,New York,8,91.64,9.16,742.28,Debit Card,Delivered,5,Unnecessary
ORDVZLXRO9L,CUSTCXM10K7C,PRODW2XH8J6W,Puzzle,Toys,12-04-2024,15:41:06,C,New York,1,239.35,23.94,263.29,Net Banking,Shipped,5,Unnecessary
ORDC6ZSXS2P,CUSTPICP77XG,PROD3FPJHIRB,Puzzle,Books,20-01-2024,03:19:00,A,Chicago,6,231.67,23.17,1413.19,Net Banking,Pending,5,Unnecessary
ORDTJ1F8UJ4,CUSTH439NDL3,PRODBZE3LLVE,Non-Fiction Book,Clothing,06-12-2023,06:30:58,C,Los Angeles,4,317.41,31.74,1301.38,Net Banking,Shipped,4,Unnecessary
